name;label;top;left;height;width
14316.png;2;5;30;31;19
14316.png;1;3;64;31;12
14317.png;1;6;45;38;11
14317.png;3;11;58;38;10
14317.png;10;10;68;38;11
14317.png;10;15;84;38;9
14318.png;2;19;74;34;21
14318.png;6;20;93;34;19
14318.png;5;21;111;34;17
14319.png;3;4;22;16;6
14319.png;3;4;29;16;9
14320.png;1;1;37;40;21
14321.png;1;9;33;26;9
14321.png;2;7;40;26;11
14322.png;1;2;15;12;3
14322.png;7;2;18;12;6
14323.png;1;7;42;39;16
14323.png;5;8;61;39;21
14324.png;7;11;61;53;17
14324.png;3;14;79;53;20
14325.png;7;5;27;35;20
14325.png;7;1;47;35;19
14326.png;6;3;18;24;9
14326.png;10;2;28;24;8
14327.png;4;20;71;43;24
14327.png;9;23;95;43;24
14328.png;6;21;83;54;30
14328.png;10;23;115;54;25
14328.png;6;20;139;54;35
14328.png;3;18;174;54;29
14329.png;1;13;42;25;6
14329.png;7;11;54;25;10
14329.png;3;6;69;25;14
14330.png;2;4;13;13;7
14330.png;9;5;21;13;5
14330.png;5;4;28;13;7
14331.png;7;3;24;22;8
14331.png;4;3;32;22;10
14332.png;1;13;29;29;13
14332.png;9;12;39;29;12
14332.png;8;12;47;29;16
14333.png;1;7;29;23;12
14333.png;1;7;41;23;10
14334.png;5;1;24;21;8
14334.png;4;3;34;21;12
14335.png;1;4;24;22;5
14335.png;1;5;29;22;6
14336.png;5;11;46;35;14
14336.png;2;9;60;35;15
14337.png;4;3;15;15;10
14337.png;4;3;24;15;7
14338.png;5;7;46;43;25
14338.png;5;9;70;43;21
14339.png;2;11;146;27;12
14339.png;6;15;157;27;6
14339.png;4;14;164;27;9
14340.png;1;6;53;53;17
14340.png;8;8;73;53;32
14341.png;3;4;19;22;10
14341.png;7;1;28;22;11
14342.png;5;3;28;32;17
14342.png;1;4;44;32;8
14343.png;1;10;38;28;8
14343.png;6;12;47;28;14
14343.png;6;14;62;28;14
14344.png;1;16;50;26;12
14344.png;9;17;61;26;15
14344.png;6;15;80;26;15
14345.png;2;2;26;28;18
14345.png;10;4;42;28;20
14346.png;1;8;30;26;9
14346.png;8;9;36;26;9
14346.png;9;10;43;26;11
14347.png;2;1;18;19;11
14347.png;7;1;29;19;13
14348.png;2;4;29;25;12
14348.png;9;6;43;25;10
14349.png;2;21;19;34;26
14349.png;1;14;44;34;28
14350.png;8;1;28;26;14
14350.png;3;1;42;26;10
14351.png;8;1;39;41;24
14352.png;1;1;16;14;8
14352.png;7;1;23;14;11
14352.png;5;1;35;14;9
14352.png;8;3;44;14;9
14353.png;4;12;84;44;27
14353.png;6;14;116;44;21
14354.png;5;2;30;23;10
14355.png;4;17;58;42;17
14355.png;3;19;73;42;19
14356.png;2;3;17;12;4
14356.png;7;4;21;12;5
14357.png;1;8;38;31;10
14357.png;10;8;45;31;13
14357.png;9;5;56;31;15
14358.png;1;7;34;32;13
14358.png;9;6;44;32;18
14359.png;4;4;18;17;11
14359.png;3;3;29;17;9
14360.png;1;4;23;28;11
14360.png;2;4;33;28;16
14360.png;6;5;47;28;13
14361.png;6;7;41;43;25
14361.png;8;7;67;43;30
14362.png;5;55;156;36;16
14362.png;2;53;163;36;22
14363.png;1;21;74;62;21
14363.png;5;12;90;62;30
14364.png;1;4;21;18;6
14364.png;10;7;30;18;12
14364.png;5;4;44;18;13
14365.png;4;8;36;18;12
14366.png;2;2;40;51;23
14366.png;2;4;58;51;23
14366.png;8;8;81;51;25
14367.png;1;8;24;18;5
14367.png;8;6;29;18;7
14367.png;5;4;36;18;7
14368.png;8;7;25;23;11
14368.png;6;7;33;23;15
14369.png;2;3;15;14;8
14369.png;5;2;23;14;8
14369.png;2;1;30;14;9
14369.png;7;1;39;14;8
14370.png;3;10;34;29;9
14370.png;2;8;42;29;10
14371.png;8;4;18;20;7
14371.png;2;4;25;20;8
14372.png;2;13;70;74;51
14372.png;10;16;120;74;58
14373.png;1;3;29;30;9
14373.png;1;4;39;30;8
14373.png;7;5;47;30;15
14374.png;4;1;12;17;14
14375.png;1;7;23;23;8
14375.png;2;6;30;23;10
14376.png;9;8;27;17;10
14377.png;7;4;12;16;14
14377.png;5;3;26;16;10
14378.png;7;10;29;22;7
14378.png;7;10;34;22;6
14379.png;2;5;52;52;24
14380.png;2;6;29;25;11
14380.png;3;6;40;25;11
14381.png;3;4;20;18;11
14381.png;4;5;31;18;10
14382.png;5;26;76;40;16
14382.png;6;21;90;40;15
14382.png;5;15;104;40;17
14383.png;5;6;22;18;8
14384.png;3;24;71;28;13
14384.png;5;24;83;28;13
14384.png;5;23;97;28;14
14385.png;1;2;15;15;5
14386.png;9;4;20;20;11
14386.png;9;3;34;20;9
14387.png;4;9;42;28;17
14387.png;4;9;58;28;20
14388.png;6;8;46;43;23
14389.png;8;12;82;86;31
14390.png;1;17;42;21;9
14390.png;10;17;50;21;11
14390.png;10;17;61;21;13
14391.png;3;11;46;40;13
14391.png;1;10;57;40;10
14392.png;1;19;80;66;31
14392.png;5;16;112;66;46
14393.png;2;1;12;14;9
14393.png;3;1;22;14;8
14393.png;1;1;31;14;5
14393.png;10;1;39;14;7
14394.png;8;2;18;17;6
14394.png;9;1;25;17;10
14395.png;3;13;55;39;23
14395.png;7;15;85;39;19
14395.png;1;18;109;39;15
14396.png;1;11;29;23;12
14396.png;5;12;40;23;14
14396.png;3;12;51;23;15
14397.png;8;16;52;35;23
14397.png;6;17;76;35;20
14398.png;4;3;22;22;11
14398.png;6;3;34;22;9
14399.png;2;1;14;18;9
14399.png;10;1;24;18;9
14399.png;5;1;34;18;10
14400.png;2;10;42;40;22
14400.png;8;11;61;40;24
14400.png;5;9;84;40;28
14401.png;3;1;32;43;27
14401.png;6;2;56;43;31
14402.png;1;1;50;61;24
14402.png;1;1;71;61;23
14402.png;10;14;102;61;29
14403.png;1;8;22;14;6
14403.png;4;6;27;14;7
14403.png;3;5;33;14;8
14404.png;9;4;21;18;8
14404.png;3;3;29;18;8
14405.png;9;3;18;18;15
14405.png;3;3;33;18;12
14406.png;1;2;17;19;9
14406.png;6;1;28;19;9
14406.png;6;1;38;19;11
14407.png;7;7;24;11;8
14408.png;3;11;30;23;5
14408.png;2;8;36;23;9
14409.png;1;2;12;11;5
14409.png;6;2;17;11;6
14409.png;9;3;23;11;7
14409.png;10;3;30;11;7
14410.png;5;2;22;26;14
14411.png;4;11;87;101;48
14412.png;2;10;28;17;13
14412.png;2;9;40;17;12
14413.png;6;25;54;32;21
14413.png;5;14;69;32;21
14414.png;4;18;63;20;11
14414.png;10;14;77;20;10
14415.png;1;1;16;15;3
14415.png;2;1;18;15;7
14415.png;10;1;25;15;7
14416.png;7;9;43;45;18
14416.png;6;3;62;45;15
14417.png;8;15;51;22;11
14417.png;4;15;61;22;10
14418.png;3;16;47;29;9
14418.png;7;16;56;29;9
14419.png;5;7;32;25;14
14419.png;4;8;46;25;14
14420.png;7;2;16;15;7
14420.png;7;1;22;15;8
14421.png;1;31;83;42;24
14421.png;8;33;110;42;25
14421.png;10;28;138;42;24
14422.png;1;4;31;41;18
14422.png;5;5;49;41;17
14423.png;2;4;27;24;10
14423.png;4;4;37;24;9
14424.png;1;2;10;12;5
14424.png;4;1;19;12;7
14425.png;7;10;42;33;22
14426.png;6;4;31;26;12
14426.png;8;5;42;26;10
14427.png;5;10;33;29;23
14427.png;7;6;55;29;21
14428.png;1;2;20;23;7
14428.png;2;3;27;23;7
14428.png;10;3;32;23;10
14429.png;1;13;35;20;7
14429.png;5;12;43;20;9
14430.png;2;2;29;22;13
14430.png;7;2;45;22;13
14431.png;6;1;27;36;17
14431.png;5;2;46;36;16
14432.png;9;5;24;19;11
14432.png;10;4;35;19;12
14433.png;2;4;31;34;9
14433.png;2;6;40;34;10
14434.png;1;31;111;49;25
14434.png;10;37;129;49;26
14434.png;6;37;152;49;20
14434.png;10;37;170;49;23
14435.png;2;11;44;31;13
14435.png;7;10;56;31;11
14435.png;6;10;66;31;12
14436.png;1;3;20;20;9
14436.png;10;2;29;20;12
14436.png;7;2;40;20;10
14437.png;6;9;46;47;30
14438.png;6;9;30;25;13
14438.png;5;9;43;25;13
14439.png;4;8;73;65;25
14439.png;8;13;102;65;26
14440.png;3;17;88;74;49
14441.png;5;14;43;20;11
14441.png;8;14;57;20;8
14442.png;5;3;22;28;16
14443.png;2;3;21;21;18
14443.png;9;3;40;21;18
14443.png;3;3;58;21;16
14444.png;1;19;70;32;17
14444.png;5;17;85;32;17
14444.png;1;16;102;32;13
14445.png;3;16;37;23;15
14445.png;9;17;51;23;13
14446.png;2;11;42;19;8
14446.png;5;11;48;19;11
14447.png;1;11;53;39;16
14448.png;7;2;16;14;5
14448.png;1;2;20;14;5
14449.png;1;9;48;30;7
14449.png;3;9;53;30;12
14450.png;4;3;29;32;20
14450.png;1;3;50;32;12
14451.png;9;3;24;26;13
14451.png;8;1;37;26;11
14452.png;2;13;51;47;24
14452.png;2;13;72;47;24
14453.png;6;105;136;73;56
14453.png;2;27;147;73;49
14454.png;1;8;29;22;8
14454.png;6;7;36;22;8
14455.png;1;13;32;38;8
14455.png;2;13;41;38;17
14455.png;9;15;57;38;16
14456.png;3;2;15;13;8
14456.png;7;3;22;13;8
14456.png;3;5;31;13;6
14456.png;4;3;38;13;8
14457.png;1;3;13;12;4
14457.png;3;2;20;12;6
14457.png;8;2;28;12;7
14457.png;3;2;35;12;7
14458.png;3;12;60;68;39
14458.png;6;8;98;68;37
14459.png;2;16;51;31;17
14460.png;3;3;20;17;14
14460.png;1;4;34;17;8
14461.png;9;7;83;45;28
14462.png;1;11;43;42;16
14462.png;7;11;58;42;25
14463.png;1;3;20;20;7
14464.png;7;5;23;23;15
14464.png;5;4;35;23;11
14465.png;1;1;17;16;6
14465.png;2;1;26;16;10
14465.png;7;1;40;16;11
14465.png;9;1;53;16;10
14466.png;1;13;41;43;18
14466.png;1;10;57;43;17
14467.png;2;4;32;39;26
14467.png;1;4;58;39;18
14468.png;4;24;51;36;20
14468.png;3;15;63;36;26
14469.png;1;14;72;67;26
14469.png;6;18;95;67;26
14469.png;10;16;121;67;32
14470.png;1;11;40;31;13
14470.png;2;11;51;31;17
14470.png;9;13;68;31;17
14471.png;3;16;24;28;17
14471.png;10;16;38;28;14
14471.png;1;15;50;28;14
14472.png;3;43;125;37;26
14472.png;5;42;148;37;12
14472.png;2;40;164;37;18
14473.png;2;15;51;37;10
14473.png;7;13;59;37;10
14474.png;2;2;23;22;9
14475.png;9;1;20;22;10
14476.png;2;2;32;30;12
14476.png;7;2;44;30;13
14476.png;1;5;58;30;11
14477.png;2;2;28;25;11
14478.png;6;1;35;42;24
14478.png;8;2;62;42;32
14479.png;1;23;85;69;36
14479.png;4;17;112;69;39
14480.png;4;6;43;50;29
14480.png;6;1;74;50;28
14481.png;9;13;74;73;31
14482.png;2;7;36;27;11
14482.png;3;10;47;27;13
14483.png;4;12;61;43;32
14483.png;2;13;90;43;28
14484.png;7;5;46;60;34
14485.png;4;12;39;18;11
14485.png;9;11;46;18;11
14486.png;2;5;19;17;5
14486.png;2;5;24;17;6
14486.png;9;6;30;17;7
14487.png;5;7;39;23;13
14488.png;1;5;36;39;9
14488.png;8;1;46;39;16
14489.png;9;6;32;26;18
14489.png;4;5;50;26;18
14490.png;4;19;83;64;36
14490.png;8;18;118;64;39
14490.png;1;13;155;64;29
14491.png;2;2;24;25;12
14491.png;6;4;36;25;13
14492.png;6;6;31;36;18
14492.png;2;5;41;36;24
14493.png;8;10;43;30;16
14493.png;10;9;58;30;14
14493.png;10;9;73;30;14
14494.png;2;11;62;60;30
14494.png;4;14;89;60;35
14495.png;6;7;25;20;9
14496.png;5;14;58;38;23
14496.png;7;15;81;38;19
14496.png;4;15;100;38;20
14497.png;4;102;163;38;22
14497.png;6;109;185;38;18
14497.png;4;104;202;38;25
14498.png;7;2;49;63;32
14498.png;7;5;82;63;32
14499.png;5;20;73;66;28
14499.png;9;20;102;66;32
14500.png;1;3;23;32;16
14500.png;8;2;38;32;19
14501.png;1;8;22;17;8
14501.png;7;8;30;17;7
14501.png;10;12;36;17;6
14501.png;10;13;43;17;10
14502.png;3;9;36;64;34
14502.png;8;10;72;64;39
14503.png;2;9;43;33;22
14503.png;1;10;64;33;13
14504.png;2;31;101;73;30
14504.png;3;30;127;73;32
14504.png;3;32;153;73;28
14505.png;2;12;46;52;30
14505.png;4;11;73;52;33
14505.png;9;10;103;52;29
14506.png;2;13;44;43;27
14506.png;6;11;72;43;21
14506.png;7;9;93;43;20
14507.png;4;7;39;30;14
14508.png;1;13;49;37;17
14508.png;3;12;63;37;23
14509.png;5;2;32;22;13
14510.png;3;2;26;29;16
14510.png;9;3;41;29;15
14511.png;5;1;12;14;10
14512.png;4;7;25;26;13
14512.png;9;6;39;26;12
14513.png;2;37;163;66;36
14513.png;1;34;195;66;42
14513.png;9;29;230;66;42
14514.png;3;6;29;24;10
14514.png;9;5;38;24;11
14515.png;6;2;20;19;9
14515.png;3;2;29;19;9
14515.png;6;2;38;19;10
14516.png;6;3;27;33;18
14516.png;7;2;47;33;18
14517.png;2;14;57;54;20
14517.png;10;11;74;54;20
14518.png;3;1;26;32;16
14518.png;3;1;41;32;20
14519.png;3;5;36;35;10
14520.png;3;5;33;26;14
14520.png;5;8;50;26;10
14521.png;5;13;55;42;18
14521.png;7;10;74;42;19
14522.png;6;7;35;27;10
14522.png;10;7;45;27;12
14523.png;5;10;45;22;10
14523.png;6;12;57;22;6
14523.png;4;10;65;22;12
14524.png;8;19;91;41;17
14524.png;10;24;111;41;20
14524.png;10;24;133;41;20
14525.png;2;5;20;17;8
14525.png;1;6;27;17;9
14526.png;6;10;49;32;14
14527.png;5;7;26;18;10
14528.png;6;1;50;56;22
14528.png;4;1;76;56;27
14529.png;1;2;20;18;8
14529.png;4;3;27;18;10
14530.png;3;8;38;45;22
14530.png;7;8;60;45;18
14531.png;3;20;56;32;18
14531.png;10;18;75;32;17
14531.png;6;16;91;32;20
14532.png;1;9;30;20;8
14532.png;3;9;37;20;7
14532.png;1;10;43;20;7
14533.png;1;4;15;18;6
14533.png;2;2;23;18;11
14534.png;3;2;17;16;8
14534.png;10;3;25;16;8
14535.png;2;14;43;30;9
14535.png;8;14;52;30;11
14536.png;1;13;48;21;11
14536.png;2;10;57;21;13
14536.png;9;10;68;21;14
14537.png;7;2;14;13;7
14537.png;10;3;20;13;8
14538.png;5;5;30;28;13
14538.png;5;4;43;28;12
14539.png;4;14;64;63;35
14539.png;10;11;97;63;24
14540.png;3;4;48;23;12
14540.png;5;5;61;23;16
14541.png;9;60;112;33;19
14541.png;10;61;127;33;19
14542.png;2;14;37;21;6
14542.png;7;13;43;21;8
14543.png;1;45;92;39;20
14543.png;4;33;111;39;20
14543.png;7;20;127;39;24
14544.png;1;13;41;35;15
14544.png;5;12;56;35;19
14544.png;6;13;74;35;24
14545.png;8;17;49;29;12
14545.png;9;11;61;29;13
14546.png;4;34;3;316;88
14547.png;1;2;22;24;9
14547.png;4;1;32;24;11
14547.png;10;3;44;24;9
14548.png;1;8;24;17;6
14548.png;7;7;28;17;8
14549.png;3;24;131;48;21
14549.png;1;21;155;48;26
14550.png;3;5;33;26;16
14550.png;4;6;48;26;12
14551.png;1;5;27;24;11
14551.png;7;5;40;24;17
14552.png;3;1;16;20;12
14552.png;4;1;26;20;12
14553.png;3;5;29;30;16
14554.png;7;1;12;14;6
14554.png;9;1;20;14;6
14554.png;6;1;27;14;7
14555.png;6;6;53;60;39
14555.png;4;12;91;60;34
14556.png;2;3;28;33;20
14556.png;2;2;48;33;22
14557.png;5;6;24;23;12
14557.png;10;5;36;23;15
14558.png;2;3;22;17;7
14558.png;4;3;28;17;7
14558.png;7;3;35;17;6
14559.png;2;19;46;28;15
14559.png;10;11;65;28;19
14560.png;4;5;22;24;13
14561.png;2;6;38;38;14
14561.png;7;2;51;38;14
14562.png;9;1;23;20;8
14562.png;7;3;31;20;9
14563.png;2;14;39;31;18
14563.png;3;4;54;31;26
14563.png;10;14;73;31;19
14564.png;3;4;22;19;11
14564.png;3;3;33;19;11
14565.png;1;15;34;18;6
14565.png;10;14;39;18;10
14565.png;7;13;46;18;11
14566.png;1;6;72;19;16
14566.png;3;31;74;19;16
14566.png;7;52;75;19;17
14566.png;8;69;75;19;18
14567.png;1;7;72;83;36
14567.png;1;9;105;83;34
14567.png;6;11;136;83;52
14568.png;6;1;19;23;10
14569.png;6;3;20;19;14
14569.png;2;3;34;19;14
14570.png;2;5;40;35;18
14570.png;7;5;65;35;15
14571.png;1;12;118;41;16
14571.png;10;19;135;41;8
14571.png;8;24;145;41;5
14571.png;5;21;153;41;12
14572.png;4;20;91;52;28
14572.png;1;19;117;52;19
14572.png;3;20;132;52;29
14573.png;1;2;29;33;12
14573.png;10;2;42;33;14
14574.png;3;97;175;70;49
14574.png;9;89;217;70;38
14575.png;5;16;51;30;10
14575.png;5;16;61;30;11
14576.png;4;5;48;57;31
14576.png;6;6;80;57;33
14577.png;9;4;26;33;24
14578.png;1;6;39;36;11
14578.png;5;10;51;36;17
14579.png;1;9;40;31;14
14579.png;2;11;56;31;10
14579.png;2;12;67;31;13
14580.png;3;23;95;31;20
14580.png;4;24;115;31;15
14581.png;1;16;70;18;10
14581.png;6;16;77;18;4
14581.png;9;15;81;18;14
14582.png;1;1;15;16;7
14582.png;3;1;29;16;8
14583.png;5;64;96;23;10
14583.png;10;68;109;23;11
14584.png;4;5;31;29;11
14584.png;10;5;42;29;11
14585.png;7;3;13;12;5
14585.png;3;3;19;12;6
14586.png;2;1;17;21;10
14586.png;4;1;26;21;10
14587.png;2;2;25;27;17
14588.png;2;1;22;23;9
14588.png;9;1;29;23;13
14589.png;1;2;20;28;10
14589.png;1;1;30;28;9
14590.png;3;5;32;33;22
14590.png;3;7;56;33;14
14591.png;5;1;25;22;11
14591.png;10;1;36;22;11
14592.png;3;14;54;21;13
14592.png;9;13;68;21;11
14593.png;3;14;78;29;20
14593.png;2;12;95;29;16
14593.png;10;15;112;29;19
14594.png;1;7;33;26;7
14594.png;8;6;42;26;9
14595.png;7;6;20;11;5
14595.png;2;7;24;11;6
14596.png;1;1;12;13;5
14596.png;5;2;18;13;6
14596.png;10;2;24;13;6
14597.png;2;7;46;28;17
14598.png;1;20;52;20;7
14598.png;7;20;59;20;8
14598.png;6;19;67;20;8
14599.png;3;2;21;21;8
14599.png;1;4;30;21;7
14600.png;8;14;51;51;30
14600.png;1;9;79;51;20
14601.png;3;5;38;38;19
14601.png;1;7;59;38;7
14601.png;6;3;70;38;14
14602.png;2;7;40;31;18
14602.png;6;5;60;31;16
14603.png;4;60;105;50;37
14603.png;10;47;131;50;42
14603.png;8;24;166;50;42
14604.png;1;4;20;21;6
14604.png;1;3;27;21;7
14605.png;3;14;51;55;25
14605.png;7;12;82;55;30
14606.png;1;3;16;18;5
14606.png;7;3;20;18;6
14607.png;4;8;27;15;9
14608.png;4;19;89;91;59
14608.png;1;17;153;91;39
14609.png;2;20;78;54;34
14609.png;10;18;124;54;32
14609.png;7;19;165;54;33
14610.png;7;10;26;16;14
14611.png;3;69;106;29;20
14611.png;4;66;117;29;18
14611.png;7;59;127;29;22
14612.png;1;9;31;18;5
14612.png;1;10;35;18;7
14613.png;5;11;67;52;28
14614.png;3;1;21;23;16
14615.png;3;1;26;19;10
14616.png;2;4;28;32;14
14616.png;3;7;48;32;18
14617.png;8;4;32;41;21
14617.png;1;3;52;41;19
14618.png;6;10;48;52;37
14619.png;1;5;32;24;7
14619.png;1;5;40;24;7
14619.png;7;6;49;24;12
14620.png;2;14;48;22;13
14621.png;7;5;25;23;10
14621.png;5;5;35;23;10
14622.png;9;1;28;37;16
14622.png;6;1;44;37;14
14623.png;4;11;83;69;38
14623.png;6;11;122;69;38
14624.png;1;5;42;47;14
14624.png;7;11;55;47;16
14625.png;2;4;28;21;13
14625.png;4;6;45;21;14
14626.png;7;4;18;13;9
14626.png;8;4;27;13;8
14627.png;1;12;39;29;7
14627.png;7;13;46;29;12
14628.png;1;9;68;27;11
14628.png;5;14;84;27;12
14628.png;2;13;98;27;15
14629.png;1;47;63;53;34
14629.png;3;25;86;53;30
14629.png;5;13;102;53;42
14630.png;1;7;33;38;12
14630.png;9;5;43;38;21
14631.png;2;6;19;13;5
14631.png;5;6;23;13;5
14632.png;2;1;23;34;20
14632.png;7;3;39;34;17
14632.png;8;3;53;34;19
14633.png;7;1;25;30;25
14634.png;7;14;75;72;34
14634.png;4;21;107;72;34
14635.png;1;28;122;86;23
14635.png;6;29;150;86;41
14635.png;1;32;193;86;21
14636.png;2;7;27;20;7
14636.png;2;7;32;20;9
14637.png;1;1;12;11;3
14637.png;5;1;17;11;6
14637.png;2;1;24;11;5
14638.png;2;7;46;42;22
14638.png;1;5;74;42;14
14639.png;3;1;17;21;9
14639.png;2;3;25;21;7
14639.png;7;3;33;21;8
14640.png;1;35;52;23;11
14640.png;4;25;62;23;10
14640.png;5;11;70;23;10
14641.png;1;2;12;12;6
14641.png;5;2;18;12;5
14641.png;4;3;24;12;6
14642.png;6;3;22;12;7
14643.png;1;10;36;29;10
14643.png;9;8;45;29;10
14643.png;3;8;51;29;14
14644.png;1;10;32;28;11
14644.png;2;6;42;28;17
14644.png;1;3;56;28;10
14645.png;1;8;37;30;17
14645.png;10;9;64;30;12
14646.png;4;8;38;30;10
14646.png;5;10;48;30;11
14647.png;2;11;33;24;13
14647.png;2;9;43;24;15
14648.png;4;29;110;78;41
14648.png;2;26;153;78;41
14649.png;1;27;123;30;18
14649.png;3;22;138;30;16
14650.png;2;1;29;31;11
14650.png;2;1;40;31;9
14650.png;6;5;52;31;15
14651.png;4;4;26;24;7
14651.png;3;3;33;24;5
14652.png;8;4;19;19;13
14652.png;5;3;33;19;14
14653.png;7;8;48;43;17
14654.png;5;56;176;32;14
14654.png;9;53;186;32;21
14655.png;1;4;24;21;6
14655.png;6;4;31;21;10
14656.png;7;5;65;74;45
14656.png;4;5;100;74;53
14657.png;3;93;213;48;44
14657.png;7;148;213;48;44
14657.png;8;38;221;48;49
14658.png;2;20;45;25;19
14658.png;9;17;60;25;20
14659.png;3;5;33;27;17
14659.png;2;5;52;27;18
14660.png;1;60;96;23;11
14660.png;9;65;107;23;14
14660.png;7;66;119;23;13
14661.png;3;7;19;16;10
14661.png;4;6;30;16;10
14662.png;6;14;61;41;15
14662.png;9;17;75;41;16
14663.png;1;4;11;13;7
14663.png;4;4;18;13;9
14663.png;1;3;28;13;5
14663.png;1;2;36;13;5
14664.png;3;1;6;17;9
14664.png;7;1;16;17;7
14665.png;3;4;32;38;19
14665.png;2;2;49;38;22
14666.png;1;26;139;140;39
14666.png;5;28;198;140;79
14667.png;2;16;57;27;13
14667.png;6;17;71;27;12
14668.png;1;2;21;20;8
14668.png;7;1;28;20;9
14668.png;1;2;39;20;7
14668.png;9;2;47;20;11
14669.png;2;1;16;19;13
14669.png;5;1;28;19;16
14670.png;8;28;61;34;18
14670.png;5;27;76;34;22
14671.png;9;6;19;20;9
14671.png;6;5;29;20;8
14672.png;1;10;32;22;11
14672.png;1;10;42;22;9
14673.png;7;2;31;34;12
14673.png;6;1;48;34;16
14674.png;7;10;59;46;21
14674.png;6;14;79;46;16
14674.png;1;19;94;46;19
14675.png;2;4;25;18;8
14675.png;1;3;33;18;8
14676.png;3;10;50;50;21
14676.png;8;12;73;50;24
14677.png;1;70;187;92;16
14677.png;8;68;201;92;26
14677.png;5;64;225;92;30
14678.png;2;9;48;47;27
14678.png;10;8;74;47;25
14678.png;8;9;103;47;22
14679.png;8;17;71;39;13
14680.png;5;3;22;15;6
14680.png;3;4;30;15;9
14681.png;5;20;86;43;18
14681.png;6;23;105;43;13
14681.png;7;16;120;43;21
14682.png;5;9;45;26;15
14682.png;1;9;62;26;11
14683.png;1;12;39;20;7
14683.png;6;13;45;20;9
14683.png;5;11;52;20;12
14684.png;10;4;45;31;16
14685.png;3;45;149;35;30
14685.png;10;38;168;35;26
14686.png;5;3;29;31;17
14686.png;10;5;44;31;17
14687.png;3;2;12;13;7
14687.png;2;1;19;13;8
14688.png;9;27;70;48;29
14688.png;10;22;102;48;29
14689.png;7;10;38;15;7
14689.png;7;9;44;15;9
14690.png;3;1;58;48;23
14691.png;1;15;74;68;33
14691.png;5;23;115;68;35
14692.png;3;2;39;35;18
14692.png;5;3;58;35;16
14692.png;10;6;76;35;14
14693.png;5;8;32;24;13
14693.png;7;6;44;24;14
14694.png;2;66;52;43;42
14694.png;2;40;76;43;41
14694.png;5;16;99;43;41
14695.png;2;91;130;23;16
14695.png;7;91;140;23;16
14695.png;2;85;146;23;22
14696.png;8;1;24;28;17
14696.png;9;2;42;28;16
14697.png;3;5;56;62;28
14697.png;3;8;83;62;27
14697.png;5;9;107;62;32
14698.png;7;11;50;28;14
14699.png;7;31;49;35;14
14699.png;3;20;59;35;13
14699.png;7;11;68;35;14
14700.png;2;10;42;42;22
14700.png;2;6;58;42;21
14701.png;2;10;34;29;13
14701.png;7;11;49;29;7
14702.png;6;23;40;24;21
14702.png;1;18;54;24;15
14702.png;2;6;60;24;20
14703.png;1;11;46;43;12
14703.png;1;7;56;43;11
14703.png;5;1;66;43;22
14704.png;1;15;97;53;13
14704.png;10;12;114;53;16
14704.png;10;19;134;53;16
14705.png;1;7;35;25;9
14705.png;9;8;44;25;9
14705.png;4;7;52;25;9
14706.png;1;3;31;38;14
14706.png;9;3;46;38;16
14707.png;3;5;23;21;12
14707.png;10;1;35;21;15
14708.png;1;2;24;20;9
14708.png;1;2;33;20;10
14709.png;4;4;36;34;15
14709.png;3;6;51;34;15
14710.png;1;15;59;40;11
14710.png;4;15;71;40;16
14711.png;2;9;41;36;21
14711.png;9;8;65;36;20
14712.png;5;5;48;61;25
14712.png;9;6;77;61;20
14713.png;1;3;17;20;9
14713.png;4;1;26;20;13
14714.png;1;1;24;25;7
14714.png;7;1;30;25;13
14715.png;1;92;16;47;43
14715.png;1;76;34;47;38
14715.png;6;58;47;47;39
14716.png;4;10;33;18;9
14716.png;6;11;43;18;9
14717.png;3;32;52;30;14
14717.png;9;33;69;30;15
14718.png;3;9;60;57;29
14718.png;3;13;89;57;33
14718.png;2;8;121;57;28
14719.png;1;5;30;32;14
14719.png;1;7;44;32;8
14719.png;8;4;50;32;14
14720.png;3;10;44;27;12
14720.png;9;7;58;27;12
14720.png;5;11;76;27;10
14721.png;1;2;26;27;7
14721.png;8;3;35;27;10
14722.png;5;14;51;33;21
14722.png;7;18;70;33;21
14723.png;7;23;74;21;8
14723.png;10;24;84;21;9
14724.png;7;10;32;21;12
14724.png;4;14;48;21;16
14725.png;4;4;27;21;8
14725.png;6;6;36;21;14
14726.png;1;5;22;20;8
14726.png;4;3;29;20;8
14727.png;8;18;56;21;10
14727.png;10;18;66;21;11
14727.png;9;19;77;21;10
14728.png;3;12;66;70;44
14728.png;2;10;112;70;50
14729.png;4;3;21;22;18
14729.png;3;4;38;22;16
14729.png;1;4;55;22;11
14730.png;1;2;18;16;10
14731.png;2;10;43;33;19
14731.png;1;9;64;33;12
14731.png;7;8;74;33;23
14732.png;2;3;27;34;21
14732.png;1;1;48;34;11
14733.png;5;16;54;34;17
14733.png;9;16;69;34;17
14734.png;1;3;12;12;5
14734.png;6;2;17;12;8
14734.png;7;3;23;12;8
14735.png;6;3;24;25;17
14735.png;6;5;38;25;14
14736.png;1;1;20;25;7
14736.png;6;1;28;25;10
14736.png;6;1;38;25;12
14737.png;2;5;22;19;12
14737.png;6;3;33;19;10
14738.png;8;3;28;23;12
14739.png;1;11;55;36;11
14739.png;10;15;63;36;18
14739.png;5;16;76;36;19
14740.png;4;1;20;16;8
14740.png;7;1;29;16;8
14741.png;4;18;64;55;27
14741.png;1;12;90;55;27
